,평점,본문
490,5,잘사용하고 있어요잘사용하고 있어요
491,5,아이와 제가 같이 사용하고 있어요재구매했습니다만족합니다아이와 제가 같이 사용하고 있어요재구매했습니다만족합니다
492,4,좋아요 아기한테 자극안가는거같고 향도 괜찮아요좋아요 아기한테 자극안가는거같고 향도 괜찮아요
493,5,아기랑 재미있게 바를수있어 정말좋아요 항상 제 화장품을 바르고싶어서 옆에서 쳐다보곤했는데 같이 하니 더좋네요!아기랑 재미있게 바를수있어 정말좋아요 항상 제 화장품을 바르고싶어서 옆에서 쳐다보곤했는데 같이 하니 더좋네요!
494,5,아이가 화장품에 관심이 많아서하나 사줬어요 어린이집 가기전에 한참 두드리고 갔네요! 아이가 너무 좋아해요!!이제 엄마의 팩트를 손으로 눌러놓는 일은 없겠어요아이가 화장품에 관심이 많아서하나 사줬어요 어린이집 가기전에 한참 두드리고 갔네요! 아이가 너무 좋아해요!!이제 엄마의 팩트를 손으로 눌러놓는 일은 없겠어요
495,5,역시 백탁이 있어야 차단효과가 있나봐요 유아때부터 10세가 된 지금까지 사용중이예요역시 백탁이 있어야 차단효과가 있나봐요 유아때부터 10세가 된 지금까지 사용중이예요
496,5,아이가 화장품에 관심이 많아서 늘 엄마 화장품에 손을대는데이제 그럴일은 없겠네요!!아이가 너무 좋아해요하는 짓을 봤을때 손으로 누르고 하루종일바르고 금방쓸것같아서 리필용 같이 샀아이가 화장품에 관심이 많아서 늘 엄마 화장품에 손을대는데이제 그럴일은 없겠네요!!아이가 너무 좋아해요하는 짓을 봤을때 손으로 누르고 하루종일바르고 금방쓸것같아서 리필용 같이 샀어요!
497,5,본품 재고 남아있는곳이 많이없던데 저렴하게 클랜징티슈랑 잘삿어요본품 재고 남아있는곳이 많이없던데 저렴하게 클랜징티슈랑 잘삿어요
498,4,한번 발라봐서 딱 뭐라고 표현하긴 그렇지만 순한것같아요한번 발라봐서 딱 뭐라고 표현하긴 그렇지만 순한것같아요
499,4,매년 쓰는 키즈 쿠션  트러블없이 잘 쓰고 있어요매년 쓰는 키즈 쿠션  트러블없이 잘 쓰고 있어요
500,4,무엇보다 아이가 엄청좋아해요촉촉하게 잘발리구요무엇보다 아이가 엄청좋아해요촉촉하게 잘발리구요
501,5,배송도 빠르고 저렴한 가격에 잘 샀습니다배송도 빠르고 저렴한 가격에 잘 샀습니다
502,4,아이가 원해서 사용중입니다 조아라네요아이가 원해서 사용중입니다 조아라네요
503,5,아이들피부에 딱이예요 순하고 좋아요아이들피부에 딱이예요 순하고 좋아요
504,4,잘받았어요프리메라한번은써보고싶었어요
505,5,배송 빠르고 가격도 좋아요배송 빠르고 가격도 좋아요
506,5,첨엔 뜨는가 했는데 좋아요첨엔 뜨는가 했는데 좋아요
507,3,촉촉하고 잘발려서 좋아요촉촉하고 잘발려서 좋아요
508,4,아이가 바르고 좋아해요아이가 바르고 좋아해요
509,4,발라주기 편해서 좋네요발라주기 편해서 좋네요
510,4,사용하기 편해서 좋아요사용하기 편해서 좋아요
511,5,빠른배송 감사합니다딸아이가 좋아하네요많이 파세요빠른배송 감사합니다딸아이가 좋아하네요많이 파세요
512,5,빠른 배송 감사합니다 본품 바꾸면서 같이 구매했어요빠른 배송 감사합니다 본품 바꾸면서 같이 구매했어요
513,4,아기가 아주 좋아해요상품 품질은 아직 미지수이지만 믿고 사용합니다아기가 아주 좋아해요상품 품질은 아직 미지수이지만 믿고 사용합니다
514,5,고등딸아이가 잘 쓰는 제품입니다순해서 그런지 그리고 유분감이 없어서 이제품만 사용하네요ㅎ고등딸아이가 잘 쓰는 제품입니다순해서 그런지 그리고 유분감이 없어서 이제품만 사용하네요ㅎ
515,5,선쿠션은 처음 사용해봤는데 넘 편리하네요 선쿠션은 처음 사용해봤는데 넘 편리하네요 
516,5,좋아요딸 사용하게 구매했다가 저도 같이 사용하고 있어요트러블 없고 가벼워서 사용하기 좋아요좋아요딸 사용하게 구매했다가 저도 같이 사용하고 있어요트러블 없고 가벼워서 사용하기 좋아요
517,5,이뻐서 아이가 좋아해요 강추입니다이뻐서 아이가 좋아해요 강추입니다
518,5,발림도좋고 이가너무좋아해요발림도좋고 이가너무좋아해요
519,5,아이들에게 좋아요 굿굿아이들에게 좋아요 굿굿
520,5,잘발라줘봐야겠네요잘발라줘봐야겠네요
521,5,썬크림 바르는게 힘들어서 샀는데 바르기도 너무 쉽고 좋아요썬크림 바르는게 힘들어서 샀는데 바르기도 너무 쉽고 좋아요
522,5,아이들이 쓰기 좋아요이거 주문하고 또 주문했는데 짤렸어요가격 올랐네요
523,3,화장하는 느낌으로 애들은 좋아해요다좋은데 오래잘씻어야 지워져요초4 혼자서는 잘못지우네요엄마손길이필요함화장하는 느낌으로 애들은 좋아해요다좋은데 오래잘씻어야 지워져요초4 혼자서는 잘못지우네요엄마손길이필요함
524,5,작년에 이어 올해도 울 아들 썬쿠션은 프리메라로 주문했어요 무난무난해요 무기자차라 백탁현상있는데 아들한테 발라주면 너무 귀여워져요작년에 이어 올해도 울 아들 썬쿠션은 프리메라로 주문했어요 무난무난해요 무기자차라 백탁현상있는데 아들한테 발라주면 너무 귀여워져요
525,5,선크림은 손에묻고 스틱은 끈적여서 쿠션샀는데 넘좋네요아기도 자기가 바르겠다고 난리예요ㅎ선크림은 손에묻고 스틱은 끈적여서 쿠션샀는데 넘좋네요아기도 자기가 바르겠다고 난리예요ㅎ
526,5,계속 쓰던 쿠션인데 저렴하게 구매해서 좋아요배송도 빨리 와서 추천하고 가요계속 쓰던 쿠션인데 저렴하게 구매해서 좋아요배송도 빨리 와서 추천하고 가요
527,5,작년에 비싸게 주고샀는데 저렴해서 2개 구입했네요아이들이 좋아해요작년에 비싸게 주고샀는데 저렴해서 2개 구입했네요아이들이 좋아해요
528,5,민감한 피부를 가진 중딩딸이 좋아합니다 늘 이것만 써요민감한 피부를 가진 중딩딸이 좋아합니다 늘 이것만 써요
529,4,조카 선물로 줬는데 너무 좋아하네요 잘 사용하겠습니다조카 선물로 줬는데 너무 좋아하네요 잘 사용하겠습니다
530,5,디자인도 귀엽고 믿고 사고 쓰는 프리메라 입니다디자인도 귀엽고 믿고 사고 쓰는 프리메라 입니다
531,5,항상 쓰는거예요백탁도 없고 애 혼자 스스로 발라도잘 발라집니다딸래미가 피부가 까만 편인데요거바르면 프라이머 바른거처럼살짝 커버되서 보여서 예뻐보이네요땀에도 잘 지워지지않고맘에 들어항상 쓰는거예요백탁도 없고 애 혼자 스스로 발라도잘 발라집니다딸래미가 피부가 까만 편인데요거바르면 프라이머 바른거처럼살짝 커버되서 보여서 예뻐보이네요땀에도 잘 지워지지않고맘에 들어요
532,5,유효기간이 넉넉한 게 제일 마음에 들어요유효기간이 넉넉한 게 제일 마음에 들어요
533,5,순하고 좋네요 딸래미가 좋아해요ㅎㅎ순하고 좋네요 딸래미가 좋아해요ㅎㅎ
534,5,아이가 너무 좋아해요 부자 되세요 아이가 너무 좋아해요 부자 되세요 
535,5,배송도 빨랐어요잘 쓸거 같네요배송도 빨랐어요잘 쓸거 같네요
536,5,늘 쓰는거라 쟁여두고 있어요늘 쓰는거라 쟁여두고 있어요
537,5,계속 재구매하는 제품입니다계속 재구매하는 제품입니다
538,5,좋아요 잘 사용하고 있어요좋아요 잘 사용하고 있어요
539,3,유브이 지수가 좀 더 높으면 좋으련만프리메라는 믿고 씁니다
540,4,유통기한 최신제품이라 좋습니다다만 바를때 백탁현상이 있네요 얼굴이 하얘져요유통기한 최신제품이라 좋습니다다만 바를때 백탁현상이 있네요 얼굴이 하얘져요
541,5,여행가기전에 급하게 주문했는데 배송이 약속한 날에 도착해서 너무 좋았어요햇빛장난아닌곳인데 편해서 진짜 잘 쓰고 있어요!!여행가기전에 급하게 주문했는데 배송이 약속한 날에 도착해서 너무 좋았어요햇빛장난아닌곳인데 편해서 진짜 잘 쓰고 있어요!!
542,5,배송빠르고 좋아요전에 썼다가 재구매했어요 자극없이 순해서 프리메라것만 쓰게 됩니다
543,4,아이가 일단 좋아하네요 디자인도 이쁘고 백탁현상도별로 없어요아이가 일단 좋아하네요 디자인도 이쁘고 백탁현상도별로 없어요
544,5,아기가 좋아해요얼굴에 톡톡쳐주는게 재밌나바요만족합니다아기가 좋아해요얼굴에 톡톡쳐주는게 재밌나바요만족합니다
545,5,아이가 화장하는 것처럼 하니 거부감도 없이 잘 펴바르네요아이가 화장하는 것처럼 하니 거부감도 없이 잘 펴바르네요
546,5,아이들이 쓰기에는 다소 불편함이있어서 고학년 추천이요아이들이 쓰기에는 다소 불편함이있어서 고학년 추천이요
547,3,다음날 온다고해서 시킨건데그 뒷날와서 아쉬웠어요다음날 온다고해서 시킨건데그 뒷날와서 아쉬웠어요
548,4,항상 사용하던 제품이예요아이들 피부에 잘 맞아요항상 사용하던 제품이예요아이들 피부에 잘 맞아요
549,5,선물도 하고 딸도 쓰고애들이 쿠션형식이라 좋아해요 알아서 하기도 좋고
550,4,딸애가 민감한 피부라 순해서 쭉 이거만 써요딸애가 민감한 피부라 순해서 쭉 이거만 써요
551,5,깔끔해요깔끔하고 아이 혼자 할 수 있어서 좋네요
552,5,배송 엄청 빠르고 유통기한 넉넉해용배송 엄청 빠르고 유통기한 넉넉해용
553,5,배송완전빠르고요 일단 울애기가 톡톡두드리는거 좋아해서 넘 좋아하네요배송완전빠르고요 일단 울애기가 톡톡두드리는거 좋아해서 넘 좋아하네요
554,5,순해서 좋네요4학년 초4딸 씁니다순해서 좋네요4학년 초4딸 씁니다
555,5,아이가 좋아하네요 배송 빨라요아이가 좋아하네요 배송 빨라요
556,5,초4딸 순해서 잘 쓰고 있어요초4딸 순해서 잘 쓰고 있어요
557,3,발림성이 그닥 좋진 않아요발림성이 그닥 좋진 않아요
558,5,울아들 피부 보호하기 ㅎㅎ울아들 피부 보호하기 ㅎㅎ
559,5,늘 떨어지지 않게 쟁여뒤요늘 떨어지지 않게 쟁여뒤요
560,4,싼가격에구매했네요싼가격에구매했네요
561,5,중학생 딸 써보라고 산건데아직 안써봐서 잘 모르지만케이스도 이쁘고 좋아보이네요잘 쓸께요중학생 딸 써보라고 산건데아직 안써봐서 잘 모르지만케이스도 이쁘고 좋아보이네요잘 쓸께요
562,4,아직 사용전인데 케이스는 귀엽네요 퍼프도 분홍이고아직 사용전인데 케이스는 귀엽네요 퍼프도 분홍이고
563,5,선물용선물했는데 만족도가 높아요 유통기한도 넉넉해요3개의 포토리뷰3개의 포토리뷰3개의 포토리뷰
564,5,좋아요 감사합니다 저렴하게 잘 구입했어요좋아요 감사합니다 저렴하게 잘 구입했어요
565,5,믿고쓰죠 항상 이제품만 구입 제일좋아요믿고쓰죠 항상 이제품만 구입 제일좋아요
566,5,좋을거같아요 프리메라 믿고 구매합니다좋을거같아요 프리메라 믿고 구매합니다
567,5,배송빠르고 젤 싸고 좋아요배송빠르고 젤 싸고 좋아요
568,5,배송이 빨라서 좋았습니다배송이 빨라서 좋았습니다
569,4,빠른배송 만족해요빠른배송 만족해요
570,5,백탁현상 있지만많이 끈적이지 않네요백탁현상 있지만많이 끈적이지 않네요
571,5,빠른배송 좋은 품질 감사용빠른배송 좋은 품질 감사용
572,5,굳굳역시 프리메라에요굳굳역시 프리메라에요
573,5,좋아요 만족합니다좋아요 만족합니다
574,5,순해요 항상써여 굿순해요 항상써여 굿
575,5,항상쓰던거라 주문했어요  말할것없이 좋죠항상쓰던거라 주문했어요  말할것없이 좋죠
576,5,애기가 화장품인줄 알고 재밌어 하네여 ㅎㅎㅎ백탁은 좀 있긴 한데 만족합니다애기가 화장품인줄 알고 재밌어 하네여 ㅎㅎㅎ백탁은 좀 있긴 한데 만족합니다
577,5,아기 첫 선크림으로 구매했어요 ㅎㅎ아기 첫 선크림으로 구매했어요 ㅎㅎ
578,5,배송도 빠르고 질도 좋아요배송도 빠르고 질도 좋아요
579,5,배송 빨라서 좋아요 프리메라 제품 좋아하는데 피부에 잘맞았음하네요배송 빨라서 좋아요 프리메라 제품 좋아하는데 피부에 잘맞았음하네요
580,5,제품은  원래좋은거공 ㅋㅋ 빠른배송 감사합니다제품은  원래좋은거공 ㅋㅋ 빠른배송 감사합니다
581,3,트러블 이런건 없는데 되게 매트해서 잘 펴발라지지가 않네요 ㅠ트러블 이런건 없는데 되게 매트해서 잘 펴발라지지가 않네요 ㅠ
582,5,항상 재구매해서 사용하고 있어요정말 좋아요 항상 재구매해서 사용하고 있어요정말 좋아요 
583,5,감사합니다 감사합니다감사합니다 감사합니다
584,5,유명한 제품이라 믿고 구매했습니다유명한 제품이라 믿고 구매했습니다
585,5,상품평 좋아서 구매해봅니다 유통기한 넉넉하니 좋습니다상품평 좋아서 구매해봅니다 유통기한 넉넉하니 좋습니다
586,5,작년에도 사서 잘 썼어요 큰애것 작은애것 두개 샀어요작년에도 사서 잘 썼어요 큰애것 작은애것 두개 샀어요
